Time (s),Oxygen(hPa),crit val
1,153.722,68
2,156.544,249
3,156.022,
4,154.948,
5,162.881,
6,159.479,
7,160.408,
8,156.823,
9,155.569,
10,157.379,
11,154.623,
12,157.649,
13,159.42,
14,158.679,
15,159.457,
16,156.864,
17,156.958,
18,,
19,,
20,,
21,158.484,
22,160.189,
23,158.087,
24,157.267,
25,160.193,
26,160.878,
27,165.07,
28,166.547,
29,162.683,
30,161.372,
31,164.401,
32,164.133,
33,164.105,
34,161.71,
35,159.285,
36,158.44,
37,160.623,
38,158.992,
39,155.914,
40,162.008,
41,160.318,
42,162.766,
43,,
44,159.971,
45,161.48,
46,161.06,
47,165.552,
48,157.809,
49,162.033,
50,161.868,
51,159.887,
52,160.198,
53,158.964,
54,162.086,
55,164.688,
56,164.439,
57,161.362,
58,166.213,
59,165.998,
60,163.363,
61,163.409,
62,161.276,
63,164.245,
64,164.749,
65,168.076,
66,163.138,
67,,
68,,
69,,
70,,
71,,
72,,
73,,
74,142.504,
75,,
76,,
77,,
78,,
79,,
80,,
81,,
82,,
83,,
84,,
85,,
86,,
87,,
88,,
89,,
90,,
91,,
92,,
93,,
94,,
95,,
96,,
97,,
98,,
99,,
100,,
101,,
102,,
103,,
104,,
105,,
106,,
107,,
108,,
109,,
110,,
111,,
112,,
113,,
114,,
115,,
116,,
117,,
118,,
119,,
120,,
121,,
122,,
123,,
124,,
125,,
126,,
127,,
128,,
129,,
130,,
131,,
132,,
133,,
134,,
135,,
136,,
137,,
138,,
139,,
140,,
141,,
142,,
143,,
144,,
145,,
146,,
147,,
148,,
149,,
150,,
151,,
152,,
153,111.121,
154,,
155,,
156,,
157,,
158,,
159,105.136,
160,105.279,
161,100.756,
162,,
163,110.814,
164,,
165,,
166,104.599,
167,100.519,
168,95.17,
169,,
170,,
171,,
172,,
173,96.749,
174,,
175,,
176,,
177,,
178,103.055,
179,96.873,
180,,
181,,
182,,
183,,
184,,
185,95.732,
186,88.481,
187,,
188,,
189,,
190,,
191,,
192,,
193,,
194,,
195,,
196,,
197,,
198,,
199,,
200,,
201,,
202,,
203,,
204,,
205,,
206,,
207,,
208,,
209,,
210,,
211,,
212,,
213,,
214,,
215,,
216,,
217,,
218,,
219,,
220,,
221,,
222,,
223,,
224,,
225,86.992,
226,,
227,,
228,,
229,,
230,,
231,,
232,,
233,,
234,,
235,,
236,,
237,,
238,,
239,,
240,,
241,,
242,,
243,,
244,,
245,,
246,,
247,,
248,,
249,159.952,
250,154.533,
251,160.085,
252,164.241,
253,161.26,
254,159.07,
255,164.301,
256,160.125,
257,162.136,
258,168.611,
259,165.559,
260,163.038,
261,167.998,
262,161.755,
263,166.261,
264,161.158,
265,166.303,
266,163.23,
267,162.028,
268,161.786,
269,162.826,
270,162.463,
271,164.073,
272,166.086,
273,165.47,
274,164.219,
275,161.603,
276,165.007,
277,165.845,
278,162.874,
279,162.018,
280,166.171,
281,162.198,
282,165.067,
283,161.969,
284,163.371,
285,160.975,
286,163.069,
287,162.432,
288,162.826,
289,163.017,
290,164.074,
291,164.838,
292,160.04,
293,162.368,
294,163.916,
295,163.969,
296,164.697,
297,161.991,
298,159.773,
299,162.441,
300,161.64,
301,160.511,
302,160.213,
303,161.589,
304,159.808,
305,163.427,
306,161.159,
307,165.711,
308,167.881,
309,165.127,
310,164.746,
311,160.094,
312,161.162,
313,163.894,
314,161.896,
315,165.427,
316,162.031,
317,164.001,
318,160.78,
319,162.035,
320,161.608,
321,162.408,
322,164.748,
323,160.345,
324,163.378,
325,160.547,
326,164.726,
327,163.627,
328,163.983,
329,161.782,
330,162.458,
331,164.59,
332,162.913,
333,160.498,
334,163.971,
335,163.183,
336,163.466,
337,162.811,
338,163.701,
339,163.433,
340,161.612,
341,164.702,
342,161.055,
343,159.964,
344,163.905,
345,162.022,
346,162.782,
347,159.994,
348,163.258,
349,163.745,
350,162.095,
351,164.373,
352,161.517,
353,163.251,
354,163.33,
355,158.478,
356,162.893,
357,164.458,
358,163.466,
359,159.51,
360,162.299,
361,158.595,
362,166.67,
363,163.014,
364,167.623,
365,165.194,
366,164.45,
367,160.988,
368,163.789,
369,165.273,
370,165.648,
371,157.882,
372,161.347,
373,160.111,
374,164.439,
375,162.607,
376,159.403,
377,163.726,
378,160.514,
379,167.662,
380,163.787,
381,162.983,
382,159.37,
383,165.012,
384,164.369,
385,165.781,
386,164.043,
387,162.923,
388,165.37,
389,161.101,
390,165.555,
391,161.714,
392,163.687,
393,163.163,
394,164.589,
395,158.549,
396,159.737,
397,160.772,
398,162.737,
399,162.205,
400,164.36,
401,164.458,
402,159.728,
403,161.459,
404,165.835,
405,166.771,
406,163.956,
407,165.51,
408,163.248,
409,161.627,
410,160.857,
411,162.398,
412,161.732,
413,162.022,
414,162.281,
415,162.613,
416,160.558,
417,165.93,
418,161.699,
419,158.427,
420,165.457,
421,159.139,
422,159.17,
423,159.811,
